page,x,y,text,font,font_size
1,367.15,291.5,Class VIII,F2,8.0
1,410.2,291.5,Class IX,F2,8.0
1,452.14,291.5,Class X,F2,8.0
1,491.86,291.5,Class XI,F2,8.0
1,531.58,291.5,Class XII,F2,8.0
1,39.64,279.5,B,F2,8.0
1,64.72,279.5,G,F2,8.0
1,85.58,279.5,B,F2,8.0
1,105.55,279.5,G,F2,8.0
1,126.41,279.5,B,F2,8.0
1,146.38,279.5,G,F2,8.0
1,167.24,279.5,B,F2,8.0
1,187.21,279.5,G,F2,8.0
1,208.07,279.5,B,F2,8.0
1,228.04,279.5,G,F2,8.0
1,248.9,279.5,B,F2,8.0
1,268.87,279.5,G,F2,8.0
1,289.73,279.5,B,F2,8.0
1,309.7,279.5,G,F2,8.0
1,330.56,279.5,B,F2,8.0
1,350.53,279.5,G,F2,8.0
1,371.39,279.5,B,F2,8.0
1,391.36,279.5,G,F2,8.0
1,412.22,279.5,B,F2,8.0
1,432.19,279.5,G,F2,8.0
1,453.05,279.5,B,F2,8.0
1,473.02,279.5,G,F2,8.0
1,493.88,279.5,B,F2,8.0
1,513.85,279.5,G,F2,8.0
1,534.71,279.5,B,F2,8.0
1,554.68,279.5,G,F2,8.0
1,53.29,268.5,-,F2,7.0
1,73.71,268.5,-,F2,7.0
1,94.12,268.5,-,F2,7.0
1,114.54,268.5,-,F2,7.0
1,134.95,268.5,-,F2,7.0
1,155.37,268.5,-,F2,7.0
1,175.78,268.5,-,F2,7.0
1,196.2,268.5,-,F2,7.0
1,216.61,268.5,-,F2,7.0
1,237.03,268.5,-,F2,7.0
1,257.44,268.5,-,F2,7.0
1,277.86,268.5,-,F2,7.0
1,298.27,268.5,-,F2,7.0
1,318.69,268.5,-,F2,7.0
1,339.1,268.5,-,F2,7.0
1,359.52,268.5,-,F2,7.0
1,379.93,268.5,-,F2,7.0
1,400.35,268.5,-,F2,7.0
1,420.76,268.5,-,F2,7.0
1,441.18,268.5,-,F2,7.0
1,461.59,268.5,-,F2,7.0
1,482.01,268.5,-,F2,7.0
1,502.42,268.5,-,F2,7.0
1,522.84,268.5,-,F2,7.0
1,543.25,268.5,-,F2,7.0
1,563.67,268.5,-,F2,7.0
1,282.13,253.5,Teachers,F1,7.0
1,135.38,238.5,Classes Taught,F1,7.0
1,29.0,227.0,1-Primary,F2,7.5
1,155.36,227.5,0,F2,7.0
1,163.25,227.0,2-Up.Pr.,F2,7.5
1,289.61,227.5,0,F2,7.0
1,29.0,215.5,3-Pr. & Up.Pr.,F2,7.5
1,155.36,216.0,0,F2,7.0
1,163.25,215.5,5-Sec. only,F2,7.5
1,289.61,216.0,8,F2,7.0
1,29.0,204.0,6-H Sec only.,F2,7.5
1,155.36,204.5,0,F2,7.0
1,163.25,204.0,7-Up pri and Sec.,F2,7.5
1,289.61,204.5,0,F2,7.0
1,29.0,192.5,8-Sec and H Sec,F2,7.5
1,155.36,193.0,0,F2,7.0
1,163.25,192.5,10- Pre-Primary Only.,F2,7.5
1,289.61,193.0,0,F2,7.0
1,29.0,181.0,11-Pre- Pri & Pri,F2,7.5
1,155.36,181.5,0,F2,7.0
1,29.0,169.5,Teachers Aged above 55,F2,7.5
1,289.61,170.0,0,F2,7.0
1,29.0,158.0,No. of Total Teacher Received Service Training,F2,7.5
1,289.61,158.5,0,F2,7.0
1,29.0,146.5,Total Teacher Involve in Non Teaching Assignment,F2,7.5
1,289.61,147.0,0,F2,7.0
1,335.89,238.5,Total,F1,7.0
1,409.43,238.5,8,F1,7.0
1,328.71,227.5,Nature of Appointment,F1,7.0
1,488.62,227.5,Gender,F1,7.0
1,301.5,216.0,Regular,F2,7.5
1,427.86,216.5,7,F2,7.0
1,435.75,216.0,Male,F2,7.5
1,562.11,216.5,4,F2,7.0
1,301.5,204.5,Part-time,F2,7.5
1,427.86,205.0,0,F2,7.0
1,435.75,204.5,Female,F2,7.5
1,562.11,205.0,4,F2,7.0
1,301.5,193.0,Contract,F2,7.5
1,427.86,193.5,1,F2,7.0
1,435.75,193.0,Transgender,F2,7.5
1,562.11,193.5,0,F2,7.0
1,395.04,182.0,Academic Qualification,F1,7.0
1,301.5,170.5,Below Graduate,F2,7.5
1,427.86,171.0,0,F2,7.0
1,435.75,170.5,Graduate,F2,7.5
1,562.11,171.0,6,F2,7.0
1,301.5,159.0,Post Graduate and Above,F2,7.5
1,562.11,159.5,2,F2,7.0
1,301.5,147.0,Total Teacher Trained in Computer,F2,7.5
1,562.11,148.0,1,F2,7.0
1,231.37,131.5,Teacher With Professional Qualification,F1,7.0
1,29.0,120.0,Diploma or Certificate in basic teachers training,F2,7.5
1,291.61,120.5,0,F2,7.0
1,299.5,120.0,Bachelor of Elementary Education (B.El.Ed.),F2,7.5
1,562.11,120.5,0,F2,7.0
1,29.0,108.5,B.Ed. or Equivalent,F2,7.5
1,291.61,109.0,7,F2,7.0
1,299.5,108.5,M.Ed. or Equivalent,F2,7.5
1,562.11,109.0,0,F2,7.0
1,29.0,97.0,Other,F2,7.5
1,291.61,97.5,1,F2,7.0
1,299.5,97.0,None,F2,7.5
1,562.11,97.5,0,F2,7.0
1,29.0,85.5,Diploma/degree in special Education,F2,7.5
1,291.61,86.0,0,F2,7.0
1,299.5,85.5,Pursuing any Relevant Professional Course,F2,7.5
1,562.11,86.0,0,F2,7.0
1,50.0,20.0,Page 1,F2,9.0
1,450.0,820.0,Academic Year : 2022-23,F1,9.0
1,20.0,20.0,Generated On : 31 December 2024 01:16:28 PM( https://src.udiseplus.gov.in),F1,8.0
2,,,"",,
2,210.84,820.0,SCHOOL REPORT CARD,F1,15.0
2,29.0,804.0,UDISE CODE: 09  15  01  00  714,F1,8.0
2,345.49,804.5,School Name: SMT G D H S SCHOOL KACHORA ACHNERA AGRA,F1,7.0
2,29.0,792.0,Enrolment (By Social Category),F1,8.0
2,429.07,792.5,"Note : Gen = General,G.Tot = Grand Total",F1,7.0
2,54.01,780.0,Pre-Pr,F2,8.0
2,98.46,780.0,I,F2,8.0
2,132.87,780.0,II,F2,8.0
2,167.29,780.0,III,F2,8.0
2,202.37,780.0,IV,F2,8.0
2,239.01,780.0,V,F2,8.0
2,273.42,780.0,VI,F2,8.0
2,307.83,780.0,VII,F2,8.0
2,342.25,780.0,VIII,F2,8.0
2,380.0,780.0,IX,F2,8.0
2,416.63,780.0,X,F2,8.0
2,451.05,780.0,XI,F2,8.0
2,484.95,780.0,XII,F2,8.0
2,529.19,780.5,Total,F1,7.0
2,29.0,768.0,"",F2,8.0
2,54.78,768.0,B,F2,8.0
2,70.58,768.0,G,F2,8.0
2,88.28,768.0,B,F2,8.0
2,105.6,768.0,G,F2,8.0
2,123.8,768.0,B,F2,8.0
2,141.12,768.0,G,F2,8.0
2,159.33,768.0,B,F2,8.0
2,176.65,768.0,G,F2,8.0
2,194.85,768.0,B,F2,8.0
2,212.17,768.0,G,F2,8.0
2,230.38,768.0,B,F2,8.0
2,247.7,768.0,G,F2,8.0
2,265.9,768.0,B,F2,8.0
2,283.22,768.0,G,F2,8.0
2,301.43,768.0,B,F2,8.0
2,318.75,768.0,G,F2,8.0
2,336.95,768.0,B,F2,8.0
2,354.27,768.0,G,F2,8.0
2,372.48,768.0,B,F2,8.0
2,389.8,768.0,G,F2,8.0
2,408.01,768.0,B,F2,8.0
2,425.32,768.0,G,F2,8.0
2,443.53,768.0,B,F2,8.0
2,460.85,768.0,G,F2,8.0
2,478.55,768.0,B,F2,8.0
2,495.36,768.0,G,F2,8.0
2,514.72,768.5,B,F1,7.0
2,534.83,768.5,G,F1,7.0
2,553.38,768.5,All,F1,7.0
2,32.33,757.25,Gen,F1,6.0
2,271.82,757.0,5,F2,7.0
2,342.87,757.0,1,F2,7.0
2,378.39,757.0,1,F2,7.0
2,395.65,757.0,3,F2,7.0
2,521.23,756.5,7,F1,7.5
2,541.53,756.5,3,F1,7.5
2,557.66,756.5,10,F1,7.5
2,34.0,745.75,SC,F1,6.0
2,271.82,745.5,2,F2,7.0
2,289.07,745.5,1,F2,7.0
2,307.34,745.5,1,F2,7.0
2,342.87,745.5,3,F2,7.0
2,360.12,745.5,1,F2,7.0
2,378.39,745.5,1,F2,7.0
2,395.65,745.5,1,F2,7.0
2,413.92,745.5,1,F2,7.0
2,521.23,745.0,8,F1,7.5
2,541.53,745.0,3,F1,7.5
2,557.66,745.0,11,F1,7.5
2,34.33,735.0,ST,F1,6.0
2,31.5,724.25,OBC,F1,6.0
2,271.82,724.0,9,F2,7.0
2,289.07,724.0,2,F2,7.0
2,307.34,724.0,5,F2,7.0
2,324.6,724.0,2,F2,7.0
2,342.87,724.0,6,F2,7.0
2,360.12,724.0,5,F2,7.0
2,374.5,724.0,16,F2,7.0
2,391.75,724.0,16,F2,7.0
2,410.02,724.0,15,F2,7.0
2,431.17,724.0,8,F2,7.0
2,517.06,723.5,51,F1,7.5
2,537.36,723.5,33,F1,7.5
2,557.66,723.5,84,F1,7.5
2,31.0,713.0,Total,F1,6.0
2,267.92,712.5,16,F2,7.0
2,289.07,712.5,3,F2,7.0
2,307.34,712.5,6,F2,7.0
2,324.6,712.5,2,F2,7.0
2,338.97,712.5,10,F2,7.0
2,360.12,712.5,6,F2,7.0
2,374.5,712.5,18,F2,7.0
2,391.75,712.5,20,F2,7.0
2,410.02,712.5,16,F2,7.0
2,431.17,712.5,8,F2,7.0
2,513.36,712.5,66,F1,7.0
2,533.66,712.5,39,F1,7.0
2,552.01,712.5,105,F1,7.0
2,30.33,702.0,G.Tot,F1,6.0
2,273.31,701.5,19,F1,7.0
2,310.78,701.5,8,F1,7.0
2,344.36,701.5,16,F1,7.0
2,379.88,701.5,38,F1,7.0
2,415.41,701.5,24,F1,7.0
2,521.56,701.5,105,F1,7.0
2,554.32,701.5,105,F1,7.0
2,29.0,689.5,Minority Details,F1,8.0
2,263.18,690.0,"Note : Musl = Muslim, Chris = Christian , Budh = Buddhist ,Aadh = Aadhar ,Rept = Repeater",F1,7.0
2,31.33,679.5,Musl,F1,6.0
2,30.5,669.5,Chris,F1,6.0
2,31.83,659.5,Sikh,F1,6.0
2,30.5,649.5,Budh,F1,6.0
2,30.83,639.5,Parsi,F1,6.0
2,32.16,628.75,Jain,F1,6.0
2,413.92,628.5,1,F2,7.0
2,521.23,628.0,1,F1,7.5
2,561.83,628.0,1,F1,7.5
2,30.16,618.0,Other,F1,6.0
2,31.0,608.0,Total,F1,6.0
2,30.33,598.0,G.Tot,F1,6.0
2,30.67,588.0,Aadh,F1,6.0
2,32.17,578.0,BPL,F1,6.0
2,31.5,568.0,Rept,F1,6.0
2,30.16,558.0,Cwsn,F1,6.0
2,29.0,542.0,Enrolment by grade in the current academic session (by Age in completed years),F1,8.0
2,30.16,531.0,Class,F1,6.0
2,54.01,530.0,Pre-Pr,F2,8.0
2,98.46,530.0,I,F2,8.0
2,132.87,530.0,II,F2,8.0
2,167.29,530.0,III,F2,8.0
2,202.37,530.0,IV,F2,8.0
2,239.01,530.0,V,F2,8.0
2,273.42,530.0,VI,F2,8.0
2,307.83,530.0,VII,F2,8.0
2,342.25,530.0,VIII,F2,8.0
2,380.0,530.0,IX,F2,8.0
2,416.63,530.0,X,F2,8.0
2,451.05,530.0,XI,F2,8.0
2,484.95,530.0,XII,F2,8.0
2,529.19,530.5,Total,F1,7.0
2,32.5,519.0,Age,F1,6.0
2,54.78,518.0,B,F2,8.0
2,70.58,518.0,G,F2,8.0
2,88.28,518.0,B,F2,8.0
2,105.6,518.0,G,F2,8.0
2,123.8,518.0,B,F2,8.0
2,141.12,518.0,G,F2,8.0
2,159.33,518.0,B,F2,8.0
2,176.65,518.0,G,F2,8.0
2,194.85,518.0,B,F2,8.0
2,212.17,518.0,G,F2,8.0
2,230.38,518.0,B,F2,8.0
2,247.7,518.0,G,F2,8.0
2,265.9,518.0,B,F2,8.0
2,283.22,518.0,G,F2,8.0
2,301.43,518.0,B,F2,8.0
2,318.75,518.0,G,F2,8.0
2,336.95,518.0,B,F2,8.0
2,354.27,518.0,G,F2,8.0
2,372.48,518.0,B,F2,8.0
2,389.8,518.0,G,F2,8.0
2,408.01,518.0,B,F2,8.0
2,425.32,518.0,G,F2,8.0
2,443.53,518.0,B,F2,8.0
2,460.85,518.0,G,F2,8.0
2,478.55,518.0,B,F2,8.0
2,495.36,518.0,G,F2,8.0
2,514.72,518.5,B,F1,7.0
2,534.83,518.5,G,F1,7.0
2,553.38,518.5,All,F1,7.0
2,34.75,508.0,>3,F1,6.0
2,36.5,498.0,4,F1,6.0
2,36.5,488.0,5,F1,6.0
2,36.5,478.0,6,F1,6.0
2,36.5,468.0,7,F1,6.0
2,36.5,457.25,8,F1,6.0
2,271.82,457.0,8,F2,7.0
2,289.07,457.0,2,F2,7.0
2,521.23,456.5,8,F1,7.5
2,541.53,456.5,2,F1,7.5
2,557.66,456.5,10,F1,7.5
2,36.5,445.75,9,F1,6.0
2,271.82,445.5,3,F2,7.0
2,289.07,445.5,1,F2,7.0
2,307.34,445.5,4,F2,7.0
2,324.6,445.5,1,F2,7.0
2,521.23,445.0,7,F1,7.5
2,541.53,445.0,2,F1,7.5
2,561.83,445.0,9,F1,7.5
2,34.83,434.25,10,F1,6.0
2,271.82,434.0,5,F2,7.0
2,360.12,434.0,2,F2,7.0
2,378.39,434.0,1,F2,7.0
2,521.23,433.5,6,F1,7.5
2,541.53,433.5,2,F1,7.5
2,561.83,433.5,8,F1,7.5
2,34.83,422.75,11,F1,6.0
2,307.34,422.5,1,F2,7.0
2,324.6,422.5,1,F2,7.0
2,342.87,422.5,7,F2,7.0
2,360.12,422.5,4,F2,7.0
2,378.39,422.5,3,F2,7.0
2,395.65,422.5,2,F2,7.0
2,517.06,422.0,11,F1,7.5
2,541.53,422.0,7,F1,7.5
2,557.66,422.0,18,F1,7.5
2,34.83,411.25,12,F1,6.0
2,307.34,411.0,1,F2,7.0
2,342.87,411.0,2,F2,7.0
2,378.39,411.0,4,F2,7.0
2,395.65,411.0,8,F2,7.0
2,413.92,411.0,4,F2,7.0
2,431.17,411.0,1,F2,7.0
2,517.06,410.5,11,F1,7.5
2,541.53,410.5,9,F1,7.5
2,557.66,410.5,20,F1,7.5
2,34.83,399.75,13,F1,6.0
2,342.87,399.5,1,F2,7.0
2,378.39,399.5,4,F2,7.0
2,395.65,399.5,6,F2,7.0
2,413.92,399.5,1,F2,7.0
2,431.17,399.5,1,F2,7.0
2,521.23,399.0,6,F1,7.5
2,541.53,399.0,7,F1,7.5
2,557.66,399.0,13,F1,7.5
2,34.83,388.25,14,F1,6.0
2,378.39,388.0,2,F2,7.0
2,395.65,388.0,3,F2,7.0
2,413.92,388.0,4,F2,7.0
2,431.17,388.0,3,F2,7.0
2,521.23,387.5,6,F1,7.5
2,541.53,387.5,6,F1,7.5
2,557.66,387.5,12,F1,7.5
2,34.27,376.25,15,F1,7.0
2,378.39,376.5,2,F2,7.0
2,395.65,376.5,1,F2,7.0
2,413.92,376.5,2,F2,7.0
2,431.17,376.5,1,F2,7.0
2,521.23,376.0,4,F1,7.5
2,541.53,376.0,2,F1,7.5
2,561.83,376.0,6,F1,7.5
2,34.83,365.25,16,F1,6.0
2,378.39,365.0,2,F2,7.0
2,431.17,365.0,2,F2,7.0
2,521.23,364.5,2,F1,7.5
2,541.53,364.5,2,F1,7.5
2,561.83,364.5,4,F1,7.5
2,34.83,353.75,17,F1,6.0
2,413.92,353.5,5,F2,7.0
2,521.23,353.0,5,F1,7.5
2,561.83,353.0,5,F1,7.5
2,34.83,343.0,18,F1,6.0
2,34.83,333.0,19,F1,6.0
