page,x,y,text,font,font_size
1,367.15,291.5,Class VIII,F2,8.0
1,410.2,291.5,Class IX,F2,8.0
1,452.14,291.5,Class X,F2,8.0
1,491.86,291.5,Class XI,F2,8.0
1,531.58,291.5,Class XII,F2,8.0
1,39.64,279.5,B,F2,8.0
1,64.72,279.5,G,F2,8.0
1,85.58,279.5,B,F2,8.0
1,105.55,279.5,G,F2,8.0
1,126.41,279.5,B,F2,8.0
1,146.38,279.5,G,F2,8.0
1,167.24,279.5,B,F2,8.0
1,187.21,279.5,G,F2,8.0
1,208.07,279.5,B,F2,8.0
1,228.04,279.5,G,F2,8.0
1,248.9,279.5,B,F2,8.0
1,268.87,279.5,G,F2,8.0
1,289.73,279.5,B,F2,8.0
1,309.7,279.5,G,F2,8.0
1,330.56,279.5,B,F2,8.0
1,350.53,279.5,G,F2,8.0
1,371.39,279.5,B,F2,8.0
1,391.36,279.5,G,F2,8.0
1,412.22,279.5,B,F2,8.0
1,432.19,279.5,G,F2,8.0
1,453.05,279.5,B,F2,8.0
1,473.02,279.5,G,F2,8.0
1,493.88,279.5,B,F2,8.0
1,513.85,279.5,G,F2,8.0
1,534.71,279.5,B,F2,8.0
1,554.68,279.5,G,F2,8.0
1,53.29,268.5,-,F2,7.0
1,73.71,268.5,-,F2,7.0
1,94.12,268.5,-,F2,7.0
1,114.54,268.5,-,F2,7.0
1,134.95,268.5,-,F2,7.0
1,155.37,268.5,-,F2,7.0
1,175.78,268.5,-,F2,7.0
1,196.2,268.5,-,F2,7.0
1,216.61,268.5,-,F2,7.0
1,237.03,268.5,-,F2,7.0
1,257.44,268.5,-,F2,7.0
1,277.86,268.5,-,F2,7.0
1,298.27,268.5,-,F2,7.0
1,318.69,268.5,-,F2,7.0
1,339.1,268.5,-,F2,7.0
1,359.52,268.5,-,F2,7.0
1,379.93,268.5,-,F2,7.0
1,400.35,268.5,-,F2,7.0
1,420.76,268.5,-,F2,7.0
1,441.18,268.5,-,F2,7.0
1,461.59,268.5,-,F2,7.0
1,482.01,268.5,-,F2,7.0
1,502.42,268.5,-,F2,7.0
1,522.84,268.5,-,F2,7.0
1,543.25,268.5,-,F2,7.0
1,563.67,268.5,-,F2,7.0
1,282.13,253.5,Teachers,F1,7.0
1,135.38,238.5,Classes Taught,F1,7.0
1,29.0,227.0,1-Primary,F2,7.5
1,155.36,227.5,8,F2,7.0
1,163.25,227.0,2-Up.Pr.,F2,7.5
1,289.61,227.5,0,F2,7.0
1,29.0,215.5,3-Pr. & Up.Pr.,F2,7.5
1,155.36,216.0,0,F2,7.0
1,163.25,215.5,5-Sec. only,F2,7.5
1,289.61,216.0,0,F2,7.0
1,29.0,204.0,6-H Sec only.,F2,7.5
1,155.36,204.5,0,F2,7.0
1,163.25,204.0,7-Up pri and Sec.,F2,7.5
1,289.61,204.5,0,F2,7.0
1,29.0,192.5,8-Sec and H Sec,F2,7.5
1,155.36,193.0,0,F2,7.0
1,163.25,192.5,10- Pre-Primary Only.,F2,7.5
1,289.61,193.0,0,F2,7.0
1,29.0,181.0,11-Pre- Pri & Pri,F2,7.5
1,155.36,181.5,2,F2,7.0
1,29.0,169.5,Teachers Aged above 55,F2,7.5
1,289.61,170.0,0,F2,7.0
1,29.0,158.0,No. of Total Teacher Received Service Training,F2,7.5
1,289.61,158.5,0,F2,7.0
1,29.0,146.5,Total Teacher Involve in Non Teaching Assignment,F2,7.5
1,285.72,147.0,10,F2,7.0
1,335.89,238.5,Total,F1,7.0
1,407.48,238.5,10,F1,7.0
1,328.71,227.5,Nature of Appointment,F1,7.0
1,488.62,227.5,Gender,F1,7.0
1,301.5,216.0,Regular,F2,7.5
1,427.86,216.5,7,F2,7.0
1,435.75,216.0,Male,F2,7.5
1,562.11,216.5,1,F2,7.0
1,301.5,204.5,Part-time,F2,7.5
1,427.86,205.0,0,F2,7.0
1,435.75,204.5,Female,F2,7.5
1,562.11,205.0,9,F2,7.0
1,301.5,193.0,Contract,F2,7.5
1,427.86,193.5,3,F2,7.0
1,435.75,193.0,Transgender,F2,7.5
1,562.11,193.5,0,F2,7.0
1,395.04,182.0,Academic Qualification,F1,7.0
1,301.5,170.5,Below Graduate,F2,7.5
1,427.86,171.0,1,F2,7.0
1,435.75,170.5,Graduate,F2,7.5
1,562.11,171.0,2,F2,7.0
1,301.5,159.0,Post Graduate and Above,F2,7.5
1,562.11,159.5,7,F2,7.0
1,301.5,147.0,Total Teacher Trained in Computer,F2,7.5
1,562.11,148.0,7,F2,7.0
1,231.37,131.5,Teacher With Professional Qualification,F1,7.0
1,29.0,120.0,Diploma or Certificate in basic teachers training,F2,7.5
1,291.61,120.5,0,F2,7.0
1,299.5,120.0,Bachelor of Elementary Education (B.El.Ed.),F2,7.5
1,562.11,120.5,0,F2,7.0
1,29.0,108.5,B.Ed. or Equivalent,F2,7.5
1,291.61,109.0,8,F2,7.0
1,299.5,108.5,M.Ed. or Equivalent,F2,7.5
1,562.11,109.0,0,F2,7.0
1,29.0,97.0,Other,F2,7.5
1,291.61,97.5,2,F2,7.0
1,299.5,97.0,None,F2,7.5
1,562.11,97.5,0,F2,7.0
1,29.0,85.5,Diploma/degree in special Education,F2,7.5
1,291.61,86.0,0,F2,7.0
1,299.5,85.5,Pursuing any Relevant Professional Course,F2,7.5
1,562.11,86.0,0,F2,7.0
1,50.0,20.0,Page 1,F2,9.0
1,450.0,820.0,Academic Year : 2022-23,F1,9.0
1,20.0,20.0,Generated On : 31 December 2024 12:56:43 PM( https://src.udiseplus.gov.in),F1,8.0
2,,,"",,
2,210.84,820.0,SCHOOL REPORT CARD,F1,15.0
2,29.0,804.0,UDISE CODE: 03  02  04  00  101,F1,8.0
2,453.99,804.5,School Name: GPS JHITA KALAN,F1,7.0
2,29.0,792.0,Enrolment (By Social Category),F1,8.0
2,429.07,792.5,"Note : Gen = General,G.Tot = Grand Total",F1,7.0
2,54.01,780.0,Pre-Pr,F2,8.0
2,98.46,780.0,I,F2,8.0
2,132.87,780.0,II,F2,8.0
2,167.29,780.0,III,F2,8.0
2,202.37,780.0,IV,F2,8.0
2,239.01,780.0,V,F2,8.0
2,273.42,780.0,VI,F2,8.0
2,307.83,780.0,VII,F2,8.0
2,342.25,780.0,VIII,F2,8.0
2,380.0,780.0,IX,F2,8.0
2,416.63,780.0,X,F2,8.0
2,451.05,780.0,XI,F2,8.0
2,484.95,780.0,XII,F2,8.0
2,529.19,780.5,Total,F1,7.0
2,29.0,768.0,"",F2,8.0
2,54.78,768.0,B,F2,8.0
2,70.58,768.0,G,F2,8.0
2,88.28,768.0,B,F2,8.0
2,105.6,768.0,G,F2,8.0
2,123.8,768.0,B,F2,8.0
2,141.12,768.0,G,F2,8.0
2,159.33,768.0,B,F2,8.0
2,176.65,768.0,G,F2,8.0
2,194.85,768.0,B,F2,8.0
2,212.17,768.0,G,F2,8.0
2,230.38,768.0,B,F2,8.0
2,247.7,768.0,G,F2,8.0
2,265.9,768.0,B,F2,8.0
2,283.22,768.0,G,F2,8.0
2,301.43,768.0,B,F2,8.0
2,318.75,768.0,G,F2,8.0
2,336.95,768.0,B,F2,8.0
2,354.27,768.0,G,F2,8.0
2,372.48,768.0,B,F2,8.0
2,389.8,768.0,G,F2,8.0
2,408.01,768.0,B,F2,8.0
2,425.32,768.0,G,F2,8.0
2,443.53,768.0,B,F2,8.0
2,460.85,768.0,G,F2,8.0
2,478.55,768.0,B,F2,8.0
2,495.36,768.0,G,F2,8.0
2,514.72,768.5,B,F1,7.0
2,534.83,768.5,G,F1,7.0
2,553.38,768.5,All,F1,7.0
2,32.33,757.25,Gen,F1,6.0
2,59.68,757.0,3,F2,7.0
2,75.92,757.0,6,F2,7.0
2,94.19,757.0,2,F2,7.0
2,129.71,757.0,3,F2,7.0
2,146.97,757.0,2,F2,7.0
2,165.24,757.0,2,F2,7.0
2,182.49,757.0,2,F2,7.0
2,200.76,757.0,3,F2,7.0
2,218.02,757.0,4,F2,7.0
2,236.29,757.0,1,F2,7.0
2,253.55,757.0,2,F2,7.0
2,517.06,756.5,14,F1,7.5
2,537.36,756.5,16,F1,7.5
2,557.66,756.5,30,F1,7.5
2,34.0,745.75,SC,F1,6.0
2,55.79,745.5,33,F2,7.0
2,72.03,745.5,19,F2,7.0
2,90.3,745.5,10,F2,7.0
2,107.55,745.5,12,F2,7.0
2,125.82,745.5,16,F2,7.0
2,143.08,745.5,16,F2,7.0
2,161.35,745.5,11,F2,7.0
2,178.6,745.5,12,F2,7.0
2,196.87,745.5,14,F2,7.0
2,214.13,745.5,15,F2,7.0
2,232.4,745.5,15,F2,7.0
2,249.65,745.5,20,F2,7.0
2,517.06,745.0,99,F1,7.5
2,537.36,745.0,94,F1,7.5
2,553.49,745.0,193,F1,7.5
2,34.33,735.0,ST,F1,6.0
2,31.5,724.25,OBC,F1,6.0
2,59.68,724.0,7,F2,7.0
2,75.92,724.0,7,F2,7.0
2,94.19,724.0,4,F2,7.0
2,111.44,724.0,2,F2,7.0
2,129.71,724.0,6,F2,7.0
2,146.97,724.0,2,F2,7.0
2,165.24,724.0,2,F2,7.0
2,182.49,724.0,4,F2,7.0
2,200.76,724.0,4,F2,7.0
2,218.02,724.0,1,F2,7.0
2,236.29,724.0,3,F2,7.0
2,253.55,724.0,3,F2,7.0
2,517.06,723.5,26,F1,7.5
2,537.36,723.5,19,F1,7.5
2,557.66,723.5,45,F1,7.5
2,31.0,713.0,Total,F1,6.0
2,55.79,712.5,43,F2,7.0
2,72.03,712.5,32,F2,7.0
2,90.3,712.5,16,F2,7.0
2,107.55,712.5,14,F2,7.0
2,125.82,712.5,25,F2,7.0
2,143.08,712.5,20,F2,7.0
2,161.35,712.5,15,F2,7.0
2,178.6,712.5,18,F2,7.0
2,196.87,712.5,21,F2,7.0
2,214.13,712.5,20,F2,7.0
2,232.4,712.5,19,F2,7.0
2,249.65,712.5,25,F2,7.0
2,511.41,712.5,139,F1,7.0
2,531.71,712.5,129,F1,7.0
2,552.01,712.5,268,F1,7.0
2,30.33,702.0,G.Tot,F1,6.0
2,61.68,701.5,75,F1,7.0
2,95.68,701.5,30,F1,7.0
2,131.21,701.5,45,F1,7.0
2,166.73,701.5,33,F1,7.0
2,202.26,701.5,41,F1,7.0
2,237.78,701.5,44,F1,7.0
2,521.56,701.5,268,F1,7.0
2,554.32,701.5,268,F1,7.0
2,29.0,689.5,Minority Details,F1,8.0
2,263.18,690.0,"Note : Musl = Muslim, Chris = Christian , Budh = Buddhist ,Aadh = Aadhar ,Rept = Repeater",F1,7.0
2,31.33,679.5,Musl,F1,6.0
2,30.5,669.5,Chris,F1,6.0
2,31.83,658.75,Sikh,F1,6.0
2,55.79,658.5,40,F2,7.0
2,72.03,658.5,30,F2,7.0
2,90.3,658.5,16,F2,7.0
2,107.55,658.5,14,F2,7.0
2,125.82,658.5,22,F2,7.0
2,143.08,658.5,19,F2,7.0
2,161.35,658.5,15,F2,7.0
2,178.6,658.5,14,F2,7.0
2,196.87,658.5,20,F2,7.0
2,214.13,658.5,20,F2,7.0
2,232.4,658.5,19,F2,7.0
2,249.65,658.5,24,F2,7.0
2,512.89,658.0,132,F1,7.5
2,533.19,658.0,121,F1,7.5
2,553.49,658.0,253,F1,7.5
2,30.5,648.0,Budh,F1,6.0
2,30.83,638.0,Parsi,F1,6.0
2,32.16,628.0,Jain,F1,6.0
2,30.16,618.0,Other,F1,6.0
2,31.0,608.0,Total,F1,6.0
2,30.33,598.0,G.Tot,F1,6.0
2,30.67,588.0,Aadh,F1,6.0
2,32.17,577.25,BPL,F1,6.0
2,59.68,577.0,3,F2,7.0
2,75.92,577.0,2,F2,7.0
2,94.19,577.0,7,F2,7.0
2,111.44,577.0,1,F2,7.0
2,129.71,577.0,8,F2,7.0
2,165.24,577.0,5,F2,7.0
2,182.49,577.0,5,F2,7.0
2,200.76,577.0,7,F2,7.0
2,236.29,577.0,4,F2,7.0
2,253.55,577.0,9,F2,7.0
2,517.06,576.5,34,F1,7.5
2,537.36,576.5,17,F1,7.5
2,557.66,576.5,51,F1,7.5
2,31.5,566.5,Rept,F1,6.0
2,30.16,555.75,Cwsn,F1,6.0
2,111.44,555.5,1,F2,7.0
2,129.71,555.5,1,F2,7.0
2,200.76,555.5,1,F2,7.0
2,218.02,555.5,3,F2,7.0
2,236.29,555.5,1,F2,7.0
2,253.55,555.5,1,F2,7.0
2,521.23,555.0,3,F1,7.5
2,541.53,555.0,5,F1,7.5
2,561.83,555.0,8,F1,7.5
2,29.0,539.0,Enrolment by grade in the current academic session (by Age in completed years),F1,8.0
2,30.16,528.0,Class,F1,6.0
2,54.01,527.0,Pre-Pr,F2,8.0
2,98.46,527.0,I,F2,8.0
2,132.87,527.0,II,F2,8.0
2,167.29,527.0,III,F2,8.0
2,202.37,527.0,IV,F2,8.0
2,239.01,527.0,V,F2,8.0
2,273.42,527.0,VI,F2,8.0
2,307.83,527.0,VII,F2,8.0
2,342.25,527.0,VIII,F2,8.0
2,380.0,527.0,IX,F2,8.0
2,416.63,527.0,X,F2,8.0
2,451.05,527.0,XI,F2,8.0
2,484.95,527.0,XII,F2,8.0
2,529.19,527.5,Total,F1,7.0
2,32.5,516.0,Age,F1,6.0
2,54.78,515.0,B,F2,8.0
2,70.58,515.0,G,F2,8.0
2,88.28,515.0,B,F2,8.0
2,105.6,515.0,G,F2,8.0
2,123.8,515.0,B,F2,8.0
2,141.12,515.0,G,F2,8.0
2,159.33,515.0,B,F2,8.0
2,176.65,515.0,G,F2,8.0
2,194.85,515.0,B,F2,8.0
2,212.17,515.0,G,F2,8.0
2,230.38,515.0,B,F2,8.0
2,247.7,515.0,G,F2,8.0
2,265.9,515.0,B,F2,8.0
2,283.22,515.0,G,F2,8.0
2,301.43,515.0,B,F2,8.0
2,318.75,515.0,G,F2,8.0
2,336.95,515.0,B,F2,8.0
2,354.27,515.0,G,F2,8.0
2,372.48,515.0,B,F2,8.0
2,389.8,515.0,G,F2,8.0
2,408.01,515.0,B,F2,8.0
2,425.32,515.0,G,F2,8.0
2,443.53,515.0,B,F2,8.0
2,460.85,515.0,G,F2,8.0
2,478.55,515.0,B,F2,8.0
2,495.36,515.0,G,F2,8.0
2,514.72,515.5,B,F1,7.0
2,534.83,515.5,G,F1,7.0
2,553.38,515.5,All,F1,7.0
2,34.75,504.25,>3,F1,6.0
2,55.79,504.0,21,F2,7.0
2,72.03,504.0,13,F2,7.0
2,517.06,503.5,21,F1,7.5
2,537.36,503.5,13,F1,7.5
2,557.66,503.5,34,F1,7.5
2,36.5,492.75,4,F1,6.0
2,55.79,492.5,18,F2,7.0
2,72.03,492.5,19,F2,7.0
2,94.19,492.5,1,F2,7.0
2,517.06,492.0,19,F1,7.5
2,537.36,492.0,19,F1,7.5
2,557.66,492.0,38,F1,7.5
2,36.5,481.25,5,F1,6.0
2,59.68,481.0,4,F2,7.0
2,90.3,481.0,12,F2,7.0
2,107.55,481.0,10,F2,7.0
2,129.71,481.0,1,F2,7.0
2,146.97,481.0,3,F2,7.0
2,517.06,480.5,17,F1,7.5
2,537.36,480.5,13,F1,7.5
2,557.66,480.5,30,F1,7.5
2,36.5,469.75,6,F1,6.0
2,94.19,469.5,2,F2,7.0
2,111.44,469.5,3,F2,7.0
2,125.82,469.5,17,F2,7.0
2,143.08,469.5,14,F2,7.0
2,517.06,469.0,19,F1,7.5
2,537.36,469.0,17,F1,7.5
2,557.66,469.0,36,F1,7.5
2,36.5,458.25,7,F1,6.0
2,94.19,458.0,1,F2,7.0
2,111.44,458.0,1,F2,7.0
2,129.71,458.0,5,F2,7.0
