page,x,y,text,font,font_size
1,125.95,291.5,Class II,F2,8.0
1,165.67,291.5,Class III,F2,8.0
1,206.05,291.5,Class IV,F2,8.0
1,247.99,291.5,Class V,F2,8.0
1,287.71,291.5,Class VI,F2,8.0
1,327.43,291.5,Class VII,F2,8.0
1,367.15,291.5,Class VIII,F2,8.0
1,410.2,291.5,Class IX,F2,8.0
1,452.14,291.5,Class X,F2,8.0
1,491.86,291.5,Class XI,F2,8.0
1,531.58,291.5,Class XII,F2,8.0
1,39.64,279.5,B,F2,8.0
1,64.72,279.5,G,F2,8.0
1,85.58,279.5,B,F2,8.0
1,105.55,279.5,G,F2,8.0
1,126.41,279.5,B,F2,8.0
1,146.38,279.5,G,F2,8.0
1,167.24,279.5,B,F2,8.0
1,187.21,279.5,G,F2,8.0
1,208.07,279.5,B,F2,8.0
1,228.04,279.5,G,F2,8.0
1,248.9,279.5,B,F2,8.0
1,268.87,279.5,G,F2,8.0
1,289.73,279.5,B,F2,8.0
1,309.7,279.5,G,F2,8.0
1,330.56,279.5,B,F2,8.0
1,350.53,279.5,G,F2,8.0
1,371.39,279.5,B,F2,8.0
1,391.36,279.5,G,F2,8.0
1,412.22,279.5,B,F2,8.0
1,432.19,279.5,G,F2,8.0
1,453.05,279.5,B,F2,8.0
1,473.02,279.5,G,F2,8.0
1,493.88,279.5,B,F2,8.0
1,513.85,279.5,G,F2,8.0
1,534.71,279.5,B,F2,8.0
1,554.68,279.5,G,F2,8.0
1,53.29,268.5,-,F2,7.0
1,73.71,268.5,-,F2,7.0
1,94.12,268.5,-,F2,7.0
1,114.54,268.5,-,F2,7.0
1,134.95,268.5,-,F2,7.0
1,155.37,268.5,-,F2,7.0
1,175.78,268.5,-,F2,7.0
1,196.2,268.5,-,F2,7.0
1,216.61,268.5,-,F2,7.0
1,237.03,268.5,-,F2,7.0
1,257.44,268.5,-,F2,7.0
1,277.86,268.5,-,F2,7.0
1,298.27,268.5,-,F2,7.0
1,318.69,268.5,-,F2,7.0
1,339.1,268.5,-,F2,7.0
1,359.52,268.5,-,F2,7.0
1,379.93,268.5,-,F2,7.0
1,400.35,268.5,-,F2,7.0
1,420.76,268.5,-,F2,7.0
1,441.18,268.5,-,F2,7.0
1,461.59,268.5,-,F2,7.0
1,482.01,268.5,-,F2,7.0
1,502.42,268.5,-,F2,7.0
1,522.84,268.5,-,F2,7.0
1,543.25,268.5,-,F2,7.0
1,563.67,268.5,-,F2,7.0
1,282.13,253.5,Teachers,F1,7.0
1,135.38,238.5,Classes Taught,F1,7.0
1,29.0,227.0,1-Primary,F2,7.5
1,151.47,227.5,22,F2,7.0
1,163.25,227.0,2-Up.Pr.,F2,7.5
1,289.61,227.5,1,F2,7.0
1,29.0,215.5,3-Pr. & Up.Pr.,F2,7.5
1,151.47,216.0,14,F2,7.0
1,163.25,215.5,5-Sec. only,F2,7.5
1,289.61,216.0,9,F2,7.0
1,29.0,204.0,6-H Sec only.,F2,7.5
1,155.36,204.5,7,F2,7.0
1,163.25,204.0,7-Up pri and Sec.,F2,7.5
1,289.61,204.5,3,F2,7.0
1,29.0,192.5,8-Sec and H Sec,F2,7.5
1,155.36,193.0,6,F2,7.0
1,163.25,192.5,10- Pre-Primary Only.,F2,7.5
1,289.61,193.0,6,F2,7.0
1,29.0,181.0,11-Pre- Pri & Pri,F2,7.5
1,155.36,181.5,1,F2,7.0
1,29.0,169.5,Teachers Aged above 55,F2,7.5
1,289.61,170.0,0,F2,7.0
1,29.0,158.0,No. of Total Teacher Received Service Training,F2,7.5
1,289.61,158.5,0,F2,7.0
1,29.0,146.5,Total Teacher Involve in Non Teaching Assignment,F2,7.5
1,289.61,147.0,0,F2,7.0
1,335.89,238.5,Total,F1,7.0
1,407.48,238.5,69,F1,7.0
1,328.71,227.5,Nature of Appointment,F1,7.0
1,488.62,227.5,Gender,F1,7.0
1,301.5,216.0,Regular,F2,7.5
1,423.97,216.5,69,F2,7.0
1,435.75,216.0,Male,F2,7.5
1,558.22,216.5,14,F2,7.0
1,301.5,204.5,Part-time,F2,7.5
1,427.86,205.0,0,F2,7.0
1,435.75,204.5,Female,F2,7.5
1,558.22,205.0,55,F2,7.0
1,301.5,193.0,Contract,F2,7.5
1,427.86,193.5,0,F2,7.0
1,435.75,193.0,Transgender,F2,7.5
1,562.11,193.5,0,F2,7.0
1,395.04,182.0,Academic Qualification,F1,7.0
1,301.5,170.5,Below Graduate,F2,7.5
1,427.86,171.0,4,F2,7.0
1,435.75,170.5,Graduate,F2,7.5
1,558.22,171.0,38,F2,7.0
1,301.5,159.0,Post Graduate and Above,F2,7.5
1,558.22,159.5,27,F2,7.0
1,301.5,147.0,Total Teacher Trained in Computer,F2,7.5
1,558.22,148.0,67,F2,7.0
1,231.37,131.5,Teacher With Professional Qualification,F1,7.0
1,29.0,120.0,Diploma or Certificate in basic teachers training,F2,7.5
1,287.72,120.5,13,F2,7.0
1,299.5,120.0,Bachelor of Elementary Education (B.El.Ed.),F2,7.5
1,562.11,120.5,0,F2,7.0
1,29.0,108.5,B.Ed. or Equivalent,F2,7.5
1,287.72,109.0,46,F2,7.0
1,299.5,108.5,M.Ed. or Equivalent,F2,7.5
1,562.11,109.0,3,F2,7.0
1,29.0,97.0,Other,F2,7.5
1,291.61,97.5,4,F2,7.0
1,299.5,97.0,None,F2,7.5
1,562.11,97.5,3,F2,7.0
1,29.0,85.5,Diploma/degree in special Education,F2,7.5
1,291.61,86.0,0,F2,7.0
1,299.5,85.5,Pursuing any Relevant Professional Course,F2,7.5
1,562.11,86.0,0,F2,7.0
1,50.0,20.0,Page 1,F2,9.0
1,450.0,820.0,Academic Year : 2022-23,F1,9.0
1,20.0,20.0,Generated On : 28 December 2024 06:57:07 AM( https://src.udiseplus.gov.in),F1,8.0
2,,,"",,
2,210.84,820.0,SCHOOL REPORT CARD,F1,15.0
2,29.0,804.0,UDISE CODE: 33  12  01  01  401,F1,8.0
2,287.16,804.5,School Name: CARMEL GARDEN MATRICULATION HIGHER SECONDARY SCHOOL,F1,7.0
2,29.0,792.0,Enrolment (By Social Category),F1,8.0
2,429.07,792.5,"Note : Gen = General,G.Tot = Grand Total",F1,7.0
2,54.01,780.0,Pre-Pr,F2,8.0
2,98.46,780.0,I,F2,8.0
2,132.87,780.0,II,F2,8.0
2,167.29,780.0,III,F2,8.0
2,202.37,780.0,IV,F2,8.0
2,239.01,780.0,V,F2,8.0
2,273.42,780.0,VI,F2,8.0
2,307.83,780.0,VII,F2,8.0
2,342.25,780.0,VIII,F2,8.0
2,380.0,780.0,IX,F2,8.0
2,416.63,780.0,X,F2,8.0
2,451.05,780.0,XI,F2,8.0
2,484.95,780.0,XII,F2,8.0
2,529.19,780.5,Total,F1,7.0
2,29.0,768.0,"",F2,8.0
2,54.78,768.0,B,F2,8.0
2,70.58,768.0,G,F2,8.0
2,88.28,768.0,B,F2,8.0
2,105.6,768.0,G,F2,8.0
2,123.8,768.0,B,F2,8.0
2,141.12,768.0,G,F2,8.0
2,159.33,768.0,B,F2,8.0
2,176.65,768.0,G,F2,8.0
2,194.85,768.0,B,F2,8.0
2,212.17,768.0,G,F2,8.0
2,230.38,768.0,B,F2,8.0
2,247.7,768.0,G,F2,8.0
2,265.9,768.0,B,F2,8.0
2,283.22,768.0,G,F2,8.0
2,301.43,768.0,B,F2,8.0
2,318.75,768.0,G,F2,8.0
2,336.95,768.0,B,F2,8.0
2,354.27,768.0,G,F2,8.0
2,372.48,768.0,B,F2,8.0
2,389.8,768.0,G,F2,8.0
2,408.01,768.0,B,F2,8.0
2,425.32,768.0,G,F2,8.0
2,443.53,768.0,B,F2,8.0
2,460.85,768.0,G,F2,8.0
2,478.55,768.0,B,F2,8.0
2,495.36,768.0,G,F2,8.0
2,514.72,768.5,B,F1,7.0
2,534.83,768.5,G,F1,7.0
2,553.38,768.5,All,F1,7.0
2,32.33,757.25,Gen,F1,6.0
2,59.68,757.0,7,F2,7.0
2,75.92,757.0,4,F2,7.0
2,94.19,757.0,3,F2,7.0
2,111.44,757.0,4,F2,7.0
2,129.71,757.0,3,F2,7.0
2,146.97,757.0,3,F2,7.0
2,165.24,757.0,4,F2,7.0
2,182.49,757.0,1,F2,7.0
2,200.76,757.0,5,F2,7.0
2,218.02,757.0,1,F2,7.0
2,236.29,757.0,6,F2,7.0
2,253.55,757.0,1,F2,7.0
2,271.82,757.0,6,F2,7.0
2,289.07,757.0,3,F2,7.0
2,307.34,757.0,8,F2,7.0
2,324.6,757.0,3,F2,7.0
2,338.97,757.0,13,F2,7.0
2,378.39,757.0,9,F2,7.0
2,413.92,757.0,9,F2,7.0
2,431.17,757.0,1,F2,7.0
2,445.55,757.0,16,F2,7.0
2,466.7,757.0,2,F2,7.0
2,480.06,757.0,16,F2,7.0
2,512.89,756.5,105,F1,7.5
2,537.36,756.5,23,F1,7.5
2,553.49,756.5,128,F1,7.5
2,34.0,745.75,SC,F1,6.0
2,55.79,745.5,21,F2,7.0
2,75.92,745.5,9,F2,7.0
2,90.3,745.5,10,F2,7.0
2,111.44,745.5,3,F2,7.0
2,129.71,745.5,7,F2,7.0
2,146.97,745.5,4,F2,7.0
2,161.35,745.5,10,F2,7.0
2,182.49,745.5,3,F2,7.0
2,200.76,745.5,9,F2,7.0
2,218.02,745.5,5,F2,7.0
2,232.4,745.5,14,F2,7.0
2,253.55,745.5,2,F2,7.0
2,267.92,745.5,13,F2,7.0
2,289.07,745.5,3,F2,7.0
2,303.45,745.5,12,F2,7.0
2,324.6,745.5,2,F2,7.0
2,338.97,745.5,13,F2,7.0
2,360.12,745.5,1,F2,7.0
2,374.5,745.5,14,F2,7.0
2,395.65,745.5,1,F2,7.0
2,410.02,745.5,12,F2,7.0
2,449.44,745.5,9,F2,7.0
2,466.7,745.5,3,F2,7.0
2,483.95,745.5,8,F2,7.0
2,512.89,745.0,152,F1,7.5
2,537.36,745.0,36,F1,7.5
2,553.49,745.0,188,F1,7.5
2,34.33,734.25,ST,F1,6.0
2,59.68,734.0,1,F2,7.0
2,236.29,734.0,1,F2,7.0
2,307.34,734.0,1,F2,7.0
2,431.17,734.0,1,F2,7.0
2,521.23,733.5,3,F1,7.5
2,541.53,733.5,1,F1,7.5
2,561.83,733.5,4,F1,7.5
2,31.5,719.0,OBC,F1,6.0
2,51.89,722.5,195,F2,7.0
2,72.03,722.5,67,F2,7.0
2,90.3,722.5,99,F2,7.0
2,107.55,722.5,28,F2,7.0
2,125.82,722.5,95,F2,7.0
2,143.08,722.5,29,F2,7.0
2,161.35,722.5,85,F2,7.0
2,178.6,722.5,25,F2,7.0
2,192.98,722.5,121,F2,7.0
2,214.13,722.5,24,F2,7.0
2,228.51,722.5,101,F2,7.0
2,249.65,722.5,26,F2,7.0
2,264.03,722.5,110,F2,7.0
2,285.18,722.5,27,F2,7.0
2,299.56,722.5,105,F2,7.0
2,320.7,722.5,11,F2,7.0
2,335.08,722.5,122,F2,7.0
2,356.23,722.5,19,F2,7.0
2,370.61,722.5,136,F2,7.0
2,395.65,722.5,9,F2,7.0
2,406.13,722.5,121,F2,7.0
2,431.17,722.5,7,F2,7.0
2,441.66,722.5,104,F2,7.0
2,462.81,722.5,15,F2,7.0
2,476.17,722.5,115,F2,7.0
2,501.21,722.5,2,F2,7.0
2,512.89,722.0,150 9,F1,7.5
2,533.19,718.25,289,F1,7.5
2,553.49,722.0,179 8,F1,7.5
2,31.0,704.0,Total,F1,6.0
2,51.89,703.5,224,F2,7.0
2,72.03,703.5,80,F2,7.0
2,86.4,703.5,112,F2,7.0
2,107.55,703.5,35,F2,7.0
2,121.93,703.5,105,F2,7.0
2,143.08,703.5,36,F2,7.0
2,161.35,703.5,99,F2,7.0
2,178.6,703.5,29,F2,7.0
2,192.98,703.5,135,F2,7.0
2,214.13,703.5,30,F2,7.0
2,228.51,703.5,122,F2,7.0
2,249.65,703.5,29,F2,7.0
2,264.03,703.5,129,F2,7.0
2,285.18,703.5,33,F2,7.0
2,299.56,703.5,126,F2,7.0
2,320.7,703.5,16,F2,7.0
2,335.08,703.5,148,F2,7.0
2,356.23,703.5,20,F2,7.0
2,370.61,703.5,159,F2,7.0
2,391.75,703.5,10,F2,7.0
2,406.13,703.5,142,F2,7.0
2,431.17,703.5,9,F2,7.0
2,441.66,703.5,129,F2,7.0
2,462.81,703.5,20,F2,7.0
2,476.17,703.5,139,F2,7.0
2,501.21,703.5,2,F2,7.0
2,509.47,703.5,1769,F1,7.0
2,531.71,703.5,349,F1,7.0
2,550.07,703.5,2118,F1,7.0
2,30.33,693.0,G.Tot,F1,6.0
2,59.73,692.5,304,F1,7.0
2,93.74,692.5,147,F1,7.0
2,129.26,692.5,141,F1,7.0
2,164.79,692.5,128,F1,7.0
2,200.31,692.5,165,F1,7.0
2,235.84,692.5,151,F1,7.0
2,271.36,692.5,162,F1,7.0
2,306.89,692.5,142,F1,7.0
2,342.41,692.5,168,F1,7.0
2,377.94,692.5,169,F1,7.0
2,413.46,692.5,151,F1,7.0
2,448.99,692.5,149,F1,7.0
2,484.01,692.5,141,F1,7.0
2,519.62,692.5,2118,F1,7.0
2,550.43,692.5,2118,F1,7.0
2,29.0,680.5,Minority Details,F1,8.0
2,263.18,681.0,"Note : Musl = Muslim, Chris = Christian , Budh = Buddhist ,Aadh = Aadhar ,Rept = Repeater",F1,7.0
2,31.33,669.75,Musl,F1,6.0
2,55.79,669.5,82,F2,7.0
2,72.03,669.5,16,F2,7.0
2,90.3,669.5,39,F2,7.0
2,111.44,669.5,2,F2,7.0
2,125.82,669.5,36,F2,7.0
2,146.97,669.5,5,F2,7.0
2,161.35,669.5,23,F2,7.0
2,182.49,669.5,4,F2,7.0
2,196.87,669.5,39,F2,7.0
2,218.02,669.5,6,F2,7.0
2,232.4,669.5,30,F2,7.0
2,253.55,669.5,3,F2,7.0
2,267.92,669.5,36,F2,7.0
2,289.07,669.5,2,F2,7.0
2,303.45,669.5,26,F2,7.0
2,324.6,669.5,2,F2,7.0
2,338.97,669.5,43,F2,7.0
2,360.12,669.5,3,F2,7.0
2,374.5,669.5,34,F2,7.0
2,410.02,669.5,36,F2,7.0
2,431.17,669.5,1,F2,7.0
2,445.55,669.5,26,F2,7.0
2,466.7,669.5,2,F2,7.0
2,480.06,669.5,25,F2,7.0
2,501.21,669.5,1,F2,7.0
2,512.89,669.0,475,F1,7.5
2,537.36,669.0,47,F1,7.5
2,553.49,669.0,522,F1,7.5
2,30.5,658.25,Chris,F1,6.0
2,55.79,658.0,58,F2,7.0
2,72.03,658.0,18,F2,7.0
2,90.3,658.0,26,F2,7.0
2,107.55,658.0,13,F2,7.0
2,125.82,658.0,34,F2,7.0
2,146.97,658.0,8,F2,7.0
2,161.35,658.0,37,F2,7.0
2,178.6,658.0,10,F2,7.0
2,196.87,658.0,44,F2,7.0
2,218.02,658.0,7,F2,7.0
2,232.4,658.0,45,F2,7.0
2,253.55,658.0,9,F2,7.0
2,267.92,658.0,39,F2,7.0
2,285.18,658.0,12,F2,7.0
2,303.45,658.0,45,F2,7.0
2,324.6,658.0,4,F2,7.0
2,338.97,658.0,52,F2,7.0
2,360.12,658.0,6,F2,7.0
2,374.5,658.0,52,F2,7.0
2,395.65,658.0,6,F2,7.0
2,410.02,658.0,51,F2,7.0
2,431.17,658.0,5,F2,7.0
2,445.55,658.0,56,F2,7.0
2,466.7,658.0,8,F2,7.0
2,480.06,658.0,53,F2,7.0
2,512.89,657.5,592,F1,7.5
2,533.19,657.5,106,F1,7.5
2,553.49,657.5,698,F1,7.5
2,31.83,647.5,Sikh,F1,6.0
